,Clover_yellow_mosaic_virus,Hydrangea_ringspot_virus,Plantago_asiatica_mosaic_virus_KU697313,Nandina_mosaic_virus,Plantago_asiatica_mosaic_virus_LC155795,Plantago_asiatica_mosaic_virus_KT717325,Plantago_asiatica_mosaic_virus_KU159093,Senna_mosaic_virus,Babaco_mosaic_virus,Papaya_mosaic_virus,Alternanthera_mosaic_virus_LC107515,Alternanthera_mosaic_virus_MH423501,Alternanthera_mosaic_virus_FJ822136,Alternanthera_mosaic_virus_GQ179646,Alternanthera_mosaic_virus_AY863024,Alternanthera_mosaic_virus_GQ179647,Opuntia_virus_Strain_CC10,Opuntia_virus_X_KY348771,Opuntia_virus_X_KU854931,Schlumbergera_virus_X_KU854929,SRR11190802_Plant_DH-1_NC_011659,Schlumbergera_virus_X_KP090203,Schlumbergera_virus_X_Strain_K11,SRR11190798_Plant_DH-3_NC_011659,SRR11190801_Plant_DH-2_NC_011659,SRR11603189_RR-peel-3_NC_011659,SRR11603187_RR-pulp-2_NC_011659,SRR11603183_GW-peel-2_NC_011659,SRR11603184_GW-peel-1_NC_011659,MG210801,SRR11190800_Plant_BSJ-2_NC_024458,SRR11190791_Plant_BSJ-1_NC_024458,SRR11190799_Plant_BSJ-3_NC_024458,SRR11190802_Plant_DH-1_NC_024458,SRR11190801_Plant_DH-2_NC_024458,SRR11190798_Plant_DH-3_NC_024458,SRR11190795_Plant_FR-3_NC_024458,Pitaya_virus_X,SRR11603182_GW-peel-3_NC_024458,SRR11603184_GW-peel-1_NC_024458,SRR11603183_GW-peel-2_NC_024458,SRR11190793_Plant_BR-2_NC_024458,SRR11190796_Plant_FR-2_NC_024458,SRR11190797_Plant_FR-1_NC_024458,SRR11603191_RR-peel-1_NC_024458,SRR11603189_RR-peel-3_NC_024458,SRR11603187_RR-pulp-2_NC_024458,SRR11603186_RR-pulp-3_NC_024458,SRR11603190_RR-peel-2_NC_024458,KM288845,SRR11190798_Plant_DH-3_NC_006059,SRR11190801_Plant_DH-2_NC_006059,SRR11190802_Plant_DH-1_NC_006059,SRR11190796_Plant_FR-2_NC_006059,SRR11190797_Plant_FR-1_NC_006059,Zygocactus_virus_X_Strain_B1,KM288844,Zygocactus_virus_X_JF930326.1,KM288843,KM288842,SRR11603191_RR-peel-1_NC_006059,SRR11603189_RR-peel-3_NC_006059,SRR11603187_RR-pulp-2_NC_006059,SRR11603186_RR-pulp-3_NC_006059,SRR11603190_RR-peel-2_NC_006059,Cactus_virus_X_JF937699.1,Cactus_virus_X_KM288846.1,Cactus_virus_X_SCM51431,Cactus_virus_X_KM288847.1,Schlumbergera_truncata_15H03_cons,Schlumbergera_truncata_19JSF_sty_NC_002815,Schlumbergera_truncata_15H04_cons,Schlumbergera_truncata_15H06_cons,Cactus_virus_X_LC128411.1,SRR11603186_RR-pulp-3_NC_002815,SRR11603190_RR-peel-2_NC_002815,SRR11603191_RR-peel-1_NC_002815,SRR11603187_RR-pulp-2_NC_002815,SRR11603189_RR-peel-3_NC_002815,SRR11190793_Plant_BR-2_NC_002815,Cactus_virus_X_KM365479.1,SRR11190792_Plant_BR-3_NC_002815,SRR11603183_GW-peel-2_NC_002815,SRR11190795_Plant_FR-3_NC_002815,Cactus_virus_X_AF308158.2,SRR11190802_Plant_DH-1_NC_002815,SRR11190796_Plant_FR-2_NC_002815,SRR11190797_Plant_FR-1_NC_002815,SRR11603184_GW-peel-1_NC_002815,SRR11603182_GW-peel-3_NC_002815,SRR11190798_Plant_DH-3_NC_002815,SRR11190801_Plant_DH-2_NC_002815,SRR11190799_Plant_BSJ-3_NC_002815,SRR11190791_Plant_BSJ-1_NC_002815,SRR11190800_Plant_BSJ-2_NC_002815
Cactus_virus_X_LC128411.1,0.444711538,0.40625,0.471153846,0.463942308,0.451923077,0.459134615,0.459134615,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.322115385,0.319711538,0.319711538,0.175480769,0.182692308,0.185096154,0.182692308,0.1875,0.1875,0.1875,0.1875,0.1875,0.1875,0.216346154,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.21875,0.221153846,0.21875,0.21875,0.21875,0.223557692,0.216346154,0.216346154,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.185096154,0.151442308,0.151442308,0.158653846,0.158653846,0.158653846,0.161057692,0.153846154,0.161057692,0.158653846,0.163461538,0.15625,0.15625,0.15625,0.15625,0.15625,0.122596154,0.127403846,0.129807692,0.129807692,0.012019231,0.007211538,0.012019231,0.012019231,0,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.004807692,0.007211538,0.004807692,0.004807692,0.004807692,0.026442308,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692
SRR11603186_RR-pulp-3_NC_002815,0.442307692,0.403846154,0.46875,0.461538462,0.449519231,0.456730769,0.456730769,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.319711538,0.317307692,0.317307692,0.173076923,0.180288462,0.182692308,0.180288462,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.213942308,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.21875,0.216346154,0.216346154,0.216346154,0.221153846,0.213942308,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.182692308,0.149038462,0.149038462,0.15625,0.15625,0.15625,0.158653846,0.151442308,0.158653846,0.15625,0.161057692,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.120192308,0.125,0.127403846,0.127403846,0.009615385,0.004807692,0.009615385,0.009615385,0.002403846,0,0,0,0,0,0.002403846,0.004807692,0.002403846,0.002403846,0.002403846,0.024038462,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846
SRR11603190_RR-peel-2_NC_002815,0.442307692,0.403846154,0.46875,0.461538462,0.449519231,0.456730769,0.456730769,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.319711538,0.317307692,0.317307692,0.173076923,0.180288462,0.182692308,0.180288462,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.213942308,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.21875,0.216346154,0.216346154,0.216346154,0.221153846,0.213942308,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.182692308,0.149038462,0.149038462,0.15625,0.15625,0.15625,0.158653846,0.151442308,0.158653846,0.15625,0.161057692,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.120192308,0.125,0.127403846,0.127403846,0.009615385,0.004807692,0.009615385,0.009615385,0.002403846,0,0,0,0,0,0.002403846,0.004807692,0.002403846,0.002403846,0.002403846,0.024038462,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846
SRR11603191_RR-peel-1_NC_002815,0.442307692,0.403846154,0.46875,0.461538462,0.449519231,0.456730769,0.456730769,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.319711538,0.317307692,0.317307692,0.173076923,0.180288462,0.182692308,0.180288462,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.213942308,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.21875,0.216346154,0.216346154,0.216346154,0.221153846,0.213942308,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.182692308,0.149038462,0.149038462,0.15625,0.15625,0.15625,0.158653846,0.151442308,0.158653846,0.15625,0.161057692,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.120192308,0.125,0.127403846,0.127403846,0.009615385,0.004807692,0.009615385,0.009615385,0.002403846,0,0,0,0,0,0.002403846,0.004807692,0.002403846,0.002403846,0.002403846,0.024038462,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846
SRR11603187_RR-pulp-2_NC_002815,0.442307692,0.403846154,0.46875,0.461538462,0.449519231,0.456730769,0.456730769,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.319711538,0.317307692,0.317307692,0.173076923,0.180288462,0.182692308,0.180288462,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.213942308,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.21875,0.216346154,0.216346154,0.216346154,0.221153846,0.213942308,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.182692308,0.149038462,0.149038462,0.15625,0.15625,0.15625,0.158653846,0.151442308,0.158653846,0.15625,0.161057692,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.120192308,0.125,0.127403846,0.127403846,0.009615385,0.004807692,0.009615385,0.009615385,0.002403846,0,0,0,0,0,0.002403846,0.004807692,0.002403846,0.002403846,0.002403846,0.024038462,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846
SRR11603189_RR-peel-3_NC_002815,0.442307692,0.403846154,0.46875,0.461538462,0.449519231,0.456730769,0.456730769,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.319711538,0.317307692,0.317307692,0.173076923,0.180288462,0.182692308,0.180288462,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.213942308,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.216346154,0.21875,0.216346154,0.216346154,0.216346154,0.221153846,0.213942308,0.213942308,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.182692308,0.149038462,0.149038462,0.15625,0.15625,0.15625,0.158653846,0.151442308,0.158653846,0.15625,0.161057692,0.153846154,0.153846154,0.153846154,0.153846154,0.153846154,0.120192308,0.125,0.127403846,0.127403846,0.009615385,0.004807692,0.009615385,0.009615385,0.002403846,0,0,0,0,0,0.002403846,0.004807692,0.002403846,0.002403846,0.002403846,0.024038462,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846
SRR11190793_Plant_BR-2_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
Cactus_virus_X_KM365479.1,0.439903846,0.399038462,0.463942308,0.456730769,0.447115385,0.451923077,0.451923077,0.420673077,0.439903846,0.418269231,0.399038462,0.403846154,0.394230769,0.389423077,0.389423077,0.389423077,0.314903846,0.3125,0.3125,0.177884615,0.180288462,0.182692308,0.180288462,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.185096154,0.209134615,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.211538462,0.213942308,0.211538462,0.211538462,0.211538462,0.216346154,0.209134615,0.209134615,0.206730769,0.206730769,0.206730769,0.206730769,0.206730769,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.125,0.129807692,0.132211538,0.132211538,0.009615385,0.004807692,0.009615385,0.009615385,0.007211538,0.004807692,0.004807692,0.004807692,0.004807692,0.004807692,0.002403846,0,0.002403846,0.002403846,0.002403846,0.024038462,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846
SRR11190792_Plant_BR-3_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11603183_GW-peel-2_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11190795_Plant_FR-3_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
Cactus_virus_X_AF308158.2,0.454326923,0.40625,0.473557692,0.463942308,0.461538462,0.461538462,0.461538462,0.432692308,0.451923077,0.427884615,0.415865385,0.420673077,0.413461538,0.408653846,0.408653846,0.408653846,0.324519231,0.326923077,0.326923077,0.192307692,0.192307692,0.197115385,0.194711538,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.197115385,0.228365385,0.230769231,0.230769231,0.230769231,0.230769231,0.230769231,0.230769231,0.230769231,0.233173077,0.230769231,0.230769231,0.230769231,0.233173077,0.228365385,0.228365385,0.225961538,0.225961538,0.225961538,0.225961538,0.225961538,0.194711538,0.165865385,0.165865385,0.170673077,0.173076923,0.173076923,0.175480769,0.168269231,0.175480769,0.173076923,0.177884615,0.170673077,0.170673077,0.170673077,0.170673077,0.170673077,0.139423077,0.144230769,0.146634615,0.146634615,0.028846154,0.024038462,0.028846154,0.028846154,0.026442308,0.024038462,0.024038462,0.024038462,0.024038462,0.024038462,0.021634615,0.024038462,0.021634615,0.021634615,0.021634615,0,0.021634615,0.021634615,0.021634615,0.021634615,0.021634615,0.021634615,0.021634615,0.021634615,0.021634615,0.021634615
SRR11190802_Plant_DH-1_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11190796_Plant_FR-2_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11190797_Plant_FR-1_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11603184_GW-peel-1_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11603182_GW-peel-3_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11190798_Plant_DH-3_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11190801_Plant_DH-2_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11190799_Plant_BSJ-3_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11190791_Plant_BSJ-1_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
SRR11190800_Plant_BSJ-2_NC_002815,0.442307692,0.401442308,0.466346154,0.459134615,0.449519231,0.454326923,0.454326923,0.423076923,0.442307692,0.420673077,0.401442308,0.40625,0.396634615,0.391826923,0.391826923,0.391826923,0.317307692,0.314903846,0.314903846,0.175480769,0.177884615,0.180288462,0.177884615,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.182692308,0.211538462,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.213942308,0.216346154,0.213942308,0.213942308,0.213942308,0.21875,0.211538462,0.211538462,0.209134615,0.209134615,0.209134615,0.209134615,0.209134615,0.180288462,0.146634615,0.146634615,0.153846154,0.153846154,0.153846154,0.15625,0.149038462,0.15625,0.153846154,0.158653846,0.151442308,0.151442308,0.151442308,0.151442308,0.151442308,0.122596154,0.127403846,0.129807692,0.129807692,0.007211538,0.002403846,0.007211538,0.007211538,0.004807692,0.002403846,0.002403846,0.002403846,0.002403846,0.002403846,0,0.002403846,0,0,0,0.021634615,0,0,0,0,0,0,0,0,0,0
